262.385055447978,275.813310023497,292.385055447978
292.385055447978,308.956800872458,325.528546296939
325.528546296939,342.100291721419,358.6720371459
358.6720371459,15.24378257038,28.6720371458995
28.6720371458995,42.100291721419,55.5285462969384
55.5285462969384,68.956800872458,82.3850554479775
82.3850554479775,95.813310023497,112.385055447978
112.385055447978,128.956800872458,145.528546296939
145.528546296939,162.100291721419,178.6720371459
178.6720371459,195.24378257038,208.6720371459
208.6720371459,222.100291721419,235.528546296938
235.528546296938,248.956800872458,262.385055447978
