"Chitrakut           ","05.30E","080.48E","25.13N"
"Chitrod             ","05.30E","070.42E","23.25N"
"Chittagong (b.desh) ","06.00E","091.50E","22.21N"
"Chittaranjan        ","05.30E","086.40E","23.52N"
"Chittaranjan        ","05.30E","086.50E","23.50N"
"Chittoor (ap)       ","05.30E","079.08E","13.13N"
"Chittor (a.p)       ","05.30E","079.06E","13.13N"
"Chittur (kerala)    ","05.30E","076.46E","10.42N"
"Chodavaram (a.p)    ","05.30E","081.50E","17.28N"
"Chomu               ","05.30E","075.44E","27.09N"
"Chonkham            ","05.30E","096.03E","27.48N"
"Chopda              ","05.30E","075.20E","21.15N"
"Chorgallia          ","05.30E","079.42E","29.06N"
"Chorhat             ","05.30E","081.38E","24.26N"
"Chorwad             ","05.30E","070.19E","21.00N"
"Chota udaipur       ","05.30E","074.03E","22.19N"
"Chotan              ","05.30E","071.08E","25.27N"
"Chotila             ","05.30E","071.18E","22.23N"
"Chowghet            ","05.30E","076.01E","10.34N"
"Chulung pass        ","05.30E","077.03E","34.59N"
"Chumar              ","05.30E","078.36E","32.38N"
"Chumar              ","05.30E","082.54E","25.08N"
"Chumatang           ","05.30E","078.20E","33.25N"
"Chumo lake          ","05.30E","078.05E","33.16N"
"Chunnagam (sl)      ","05.30E","080.02E","09.41N"
"Churelkhera         ","05.30E","077.44E","25.44N"
"Churi               ","05.30E","082.40E","22.29N"
"Churk               ","05.30E","083.06E","24.40N"
"Churu               ","05.30E","075.00E","28.18N"
"Chusa               ","05.30E","083.54E","25.31N"
"Chutia (assam)      ","05.30E","093.00E","26.45N"
"Chutia (bihar)      ","05.30E","085.23E","23.22N"
"Cochin (kochi)      ","05.30E","076.15E","09.57N"
"Coimbatore          ","05.30E","076.56E","11.00N"
"Colaba point (bombay","05.30E","072.49E","18.54N"
"Coleganj            ","05.30E","081.42E","27.07N"
"Colegong            ","05.30E","087.15E","21.15N"
"Coleroon            ","05.30E","079.44E","11.20N"
"Colombo             ","05.30E","079.56E","06.56N"
"Colombo-fort (sl)   ","05.30E","079.51E","06.53N"
"Colombo-hospital(sl)","05.30E","079.52E","06.51N"
"Comorin cape        ","05.30E","077.35E","08.04N"
"Contai              ","05.30E","087.46E","21.49N"
"Cooch bihar         ","05.30E","089.28E","26.19N"
"Coonch behar        ","05.30E","089.32E","26.18N"
"Coondapoor  (kr)    ","05.30E","074.42E","13.38N"
"Coonoor  (tn)       ","05.30E","076.49E","11.22N"
"Copenhagen (denmark)","01.00E","012.30E","55.40N"
"Coringa             ","05.30E","082.19E","16.52N"
"Cosaigon            ","05.30E","094.17E","26.50N"
"cosenza             ","00.00 ","016.15E","39.18N"
"Covelong beach (tn) ","05.30E","080.15E","12.46N"
"Cramganore          ","05.30E","076.11E","10.12N"
"Cross 1 bombay      ","05.30E","072.52E","18.57N"
"Cuddalore  (tn)     ","05.30E","079.49E","11.43N"
"Cuddapah            ","05.30E","078.50E","14.27N"
"Cuttack             ","05.30E","085.56E","20.26N"
"D.wulapitiya (sl)   ","05.30E","080.01E","07.10N"
"Dabahura            ","05.30E","081.18E","25.08N"
"Dabhoi              ","05.30E","073.10E","17.40N"
"Dabhoi (bombay)     ","05.30E","073.28E","22.08N"
"Daboh               ","05.30E","078.53E","26.01N"
"Dabra               ","05.30E","078.20E","25.56N"
"Dacca (bangladesh)  ","06.00E","090.26E","23.43N"
"Dachepalli          ","05.30E","079.45E","16.37N"
"Dadahu              ","05.30E","077.27E","30.36N"
"Dadari              ","05.30E","077.42E","25.52N"
"Dadigama (sl)       ","05.30E","080.16E","07.10N"
"Dadon               ","05.30E","078.27E","27.58N"
"Dadri (pb)          ","05.30E","076.19E","28.37N"
"Dadri (u.p)         ","05.30E","077.33E","28.33N"
"Daflapur            ","05.30E","075.09E","16.59N"
"Dag                 ","05.30E","075.52E","23.57N"
"Dagmara             ","05.30E","086.45E","26.23N"
"Dagshai             ","05.30E","077.02E","30.53N"
"Dahanu              ","05.30E","072.46E","19.59N"
"Dahibhat            ","05.30E","087.41E","26.24N"
"Dahivadi            ","05.30E","074.35E","17.43N"
"Dakor               ","05.30E","073.13E","22.48N"
"Dalaud(rajasthan)   ","05.30E","074.52E","23.39N"
"Dalauda(m.p)        ","05.30E","075.12E","23.58N"
"Dalbana             ","05.30E","075.44E","25.36N"
"Dalhousie           ","05.30E","076.01E","32.32N"
"Dalkola             ","05.30E","087.50E","25.53N"
"Dalmall             ","05.30E","081.03E","26.03N"
"Dalmi               ","05.30E","086.02E","23.03N"
"Dalsingh sarai      ","05.30E","085.50E","25.41N"
"Daltonganj          ","05.30E","084.07E","24.02N"
"Dalwad              ","05.30E","074.38E","16.35N"
"Dam dim             ","05.30E","082.42E","26.52N"
"Damao port          ","05.30E","072.58E","20.25N"
"Damascus (syria)    ","02.00E","036.18E","33.30N"
"Dambulla (sl)       ","05.30E","080.40E","07.50N"
"Damchara            ","05.30E","092.45E","25.01N"
"Damoh               ","05.30E","079.30E","23.50N"
"Damorh              ","05.30E","095.17E","28.24N"
"Dan-owita (sl)      ","05.30E","080.10E","07.08N"
"Danaiwan            ","05.30E","085.16E","25.26N"
"Danda               ","05.30E","072.50E","19.05N"
"Dandeli  (kr)       ","05.30E","074.34E","15.16N"
"Dangraha            ","05.30E","087.06E","25.27N"
"Dankaur             ","05.30E","077.34E","28.21N"
"Dankhar             ","05.30E","078.12E","32.08N"
"Danta               ","05.30E","072.50E","24.13N"
"Dantan              ","05.30E","087.20E","21.57N"
"Dantewara           ","05.30E","081.25E","18.52N"
"Danua               ","05.30E","085.10E","24.27N"
"Daosa               ","05.30E","076.21E","26.51N"
"Daphabum mt         ","05.30E","096.40E","27.40N"
"Dapoli              ","05.30E","073.12E","17.49N"
"Dar-es-salam        ","03.00E","039.12E","06.50S"
"Daranagar (allahabad","05.30E","081.21E","25.41N"
"Daranagar (u.p)     ","05.30E","078.07E","29.18N"
"Daraniyagala (sl)   ","05.30E","080.20E","06.52N"
"Darbhanga           ","05.30E","085.54E","26.10N"
"Dargawan            ","05.30E","079.17E","24.24N"
"Darjeeling          ","05.30E","088.16E","27.03N"
"Darkoti             ","05.30E","077.35E","31.07N"
"Darmaraopet         ","05.30E","079.54E","18.23N"
"Darsi (ap)          ","05.30E","079.44E","15.46N"
"Daryabad            ","05.30E","081.31E","26.54N"
"Daryaganj (u.p)     ","05.30E","079.05E","27.36N"
"Dasada              ","05.30E","071.55E","23.18N"
"Dasna               ","05.30E","077.31E","28.41N"
"Daspalla            ","05.30E","084.58E","20.20N"
"Daspar mount        ","05.30E","073.24E","36.35N"
"Daspur              ","05.30E","086.09E","20.58N"
"Dasuya              ","05.30E","075.42E","31.48N"
"Dataganj            ","05.30E","079.24E","28.01N"
"Datha               ","05.30E","072.01E","21.10N"
"Datia               ","05.30E","078.28E","25.41N"
"Datma               ","05.30E","090.10E","26.30N"
"Datta khel          ","05.30E","069.51E","32.55N"
"Dattapur            ","05.30E","078.15E","20.46N"
"Daudnagar           ","05.30E","084.24E","25.03N"
"Daudpur             ","05.30E","084.37E","25.54N"
"Daulatabad          ","05.30E","075.18E","19.57N"
"Daurani madhipura   ","05.30E","086.43E","25.55N"
"Davangere  (kr)     ","05.30E","075.58E","14.31N"
"Davengere           ","05.30E","075.58E","14.31N"
"Debiapur            ","05.30E","087.38E","24.26N"
"Debinagar           ","05.30E","087.38E","24.26N"
"Dedan               ","05.30E","071.22E","21.01N"
"Deesa               ","05.30E","072.13E","24.14N"
"Degana              ","05.30E","074.17E","26.46N"
"Dehaj               ","05.30E","072.40E","21.44N"
"Dehiowita (sl)      ","05.30E","080.16E","06.55N"
"Dehra dun           ","05.30E","078.03E","30.19N"
"Dehri               ","05.30E","077.43E","24.43N"
"Dehri(shahabad)     ","05.30E","083.15E","25.26N"
"Dehwa               ","05.30E","083.57E","25.59N"
"Delgur              ","05.30E","077.35E","18.33N"
"Delhi               ","05.30E","077.13E","28.39N"
"Delly mount         ","05.30E","075.13E","12.04N"
"Delma peak          ","05.30E","086.14E","22.53N"
"Delthota (sl)       ","05.30E","080.43E","07.06N"
"Delugaon raja       ","05.30E","076.10E","20.01N"
"Delvada             ","05.30E","071.15E","20.46N"
"Delwa               ","05.30E","074.04E","28.19N"
"Delwara             ","05.30E","073.15E","24.51N"
"Demodara (sl)       ","05.30E","081.04E","06.51N"
"Denagama (sl)       ","05.30E","080.44E","06.38N"
"Dening              ","05.30E","096.17E","28.00N"
"Deo                 ","05.30E","084.27E","24.40N"
"Deoband             ","05.30E","077.40E","29.41N"
"Deobhog             ","05.30E","082.44E","19.53N"
"Deodar              ","05.30E","071.50E","24.08N"
"Deodnar             ","05.30E","087.19E","19.53N"
"Deodrug  (kr)       ","05.30E","077.00E","16.25N"
"Deogaon             ","05.30E","082.58E","25.45N"
"Deogarh (mp)        ","05.30E","078.50E","21.51N"
"Deogarh (u.p)       ","05.30E","078.14E","24.32N"
"Deogarh peak (m.p)  ","05.30E","082.24E","23.31N"
"Deogarh(orissa)     ","05.30E","084.46E","21.32N"
"Deogarh(raj)        ","05.30E","073.58E","25.31N"
"Deoghar (bihar)     ","05.30E","086.42E","24.31N"
"Deola               ","05.30E","075.56E","21.57N"
"Deolali             ","05.30E","073.54E","19.58N"
"Deoli (m.r)         ","05.30E","078.37E","20.37N"
"Deoli (orissa)      ","05.30E","086.54E","22.01N"
"Deoli (raj)         ","05.30E","075.23E","25.47N"
"Deolia              ","05.30E","074.42E","24.02N"
"Deoraha             ","05.30E","079.06E","24.58N"
"Deori (raipur - mp) ","05.30E","082.41E","21.29N"
"Deori (sagar)       ","05.30E","079.05E","23.23N"
"Deoria              ","05.30E","083.48E","26.31N"
"Deosil              ","05.30E","082.32E","23.45N"
"Dera                ","05.30E","076.16E","31.52N"
"Dera nanak          ","05.30E","075.07E","32.01N"
"Derapur             ","05.30E","079.48E","26.25N"
"Derwa               ","05.30E","081.42E","25.50N"
"Deshiatoli          ","05.30E","087.56E","26.15N"
"Deshnok             ","05.30E","073.22E","27.49N"
"Desri               ","05.30E","086.01E","25.37N"
"Desuri              ","05.30E","073.37E","25.14N"
"Deundara (sl)       ","05.30E","080.36E","05.54N"
"Devakottai  (tn)    ","05.30E","078.53E","09.57N"
"Devalpalli          ","05.30E","079.28E","16.57N"
"Devanhalli          ","05.30E","077.40E","13.14N"
"Devarkonda          ","05.30E","078.58E","16.43N"
"Devarprayag         ","05.30E","078.36E","30.09N"
"Devgarh (m.r)       ","05.30E","073.25E","16.24N"
"Devikot (rajasthan) ","05.30E","071.09E","26.38N"
"Devipattinam  (tn)  ","05.30E","078.54E","09.29N"
"Devruk              ","05.30E","073.40E","17.05N"
"Dewa                ","05.30E","081.03E","27.02N"
"Dewal(u.p)          ","05.30E","083.47E","25.25N"
"Dewala (maharashtra)","05.30E","079.08E","20.06N"
"Dewas               ","05.30E","076.03E","22.59N"
"Dewgara baria       ","05.30E","073.52E","22.44N"
"Dhabai              ","05.30E","082.19E","24.26N"
"Dhaka (bangladesh)  ","06.00E","090.26E","23.43N"
"Dhakauli            ","05.30E","077.52E","24.44N"
"Dhakauni            ","05.30E","080.37E","27.12N"
"Dhakuakhana         ","05.30E","094.26E","27.13N"
"Dhalgaon            ","05.30E","075.00E","17.08N"
"Dhamanl             ","05.30E","085.51E","24.57N"
"Dhamnar             ","05.30E","075.32E","24.12N"
"Dhamni              ","05.30E","087.29E","24.49N"
"Dhamoni             ","05.30E","078.46E","24.11N"
"Dhampur             ","05.30E","078.32E","29.18N"
"Dhamra              ","05.30E","086.58E","20.49N"
"Dhamtari            ","05.30E","081.36E","20.43N"
"Dhanaura            ","05.30E","078.15E","28.57N"
"Dhanbad (bihar)     ","05.30E","086.30E","23.47N"
"Dhandhuka           ","05.30E","072.05E","22.22N"
"Dhanech             ","05.30E","077.22E","30.56N"
"Dhanera             ","05.30E","072.08E","24.29N"
"Dhanesa             ","05.30E","081.35E","26.36N"
"Dhaneshari          ","05.30E","087.08E","25.59N"
"Dhangain (gaya-bihar","05.30E","084.14E","25.14N"
"Dhangain (shahabad) ","05.30E","084.57E","24.25N"
"Dhanghata           ","05.30E","083.01E","26.33N"
"Dhanipur            ","05.30E","082.08E","27.13N"
"Dhansia             ","05.30E","074.28E","28.55N"
"Dhansua             ","05.30E","080.22E","21.50N"
"Dhantori            ","05.30E","076.53E","30.04N"
"Dhanushkodi         ","05.30E","079.25E","09.12N"
"Dhanwar             ","05.30E","085.58E","24.24N"
"Dhar (h.p)          ","05.30E","077.42E","31.29N"
"Dhar (m.p)          ","05.30E","075.24E","22.32N"
"Dhara               ","05.30E","077.15E","31.50N"
"Dharakota           ","05.30E","084.36E","19.41N"
"Dharampur (m.r)     ","05.30E","073.16E","20.31N"
"Dharampura (m.p)    ","05.30E","080.27E","24.58N"
"Dharapuram          ","05.30E","077.34E","10.45N"
"Dharasu             ","05.30E","078.19E","30.37N"
"Dhari               ","05.30E","071.00E","21.20N"
"Dharma pass         ","05.30E","080.30E","30.28N"
"Dharmajayagarh      ","05.30E","083.16E","22.27N"
"Dharmapuri          ","05.30E","078.13E","12.08N"
"Dharmasala (orissa) ","05.30E","086.13E","20.45N"
"Dharmasala (pb)     ","05.30E","076.24E","32.14N"
"Dharmavaram (ap)    ","05.30E","077.00E","14.24N"
"Dharmkot            ","05.30E","075.18E","30.57N"
"Dharnoda            ","05.30E","077.05E","24.33N"
"Dharur (ap)         ","05.30E","077.44E","17.18N"
"Dharur (m.r)        ","05.30E","076.14E","18.49N"
"Dharwar             ","05.30E","075.01E","15.28N"
"Dharwas             ","05.30E","076.22E","33.08N"
"Dhasa               ","05.30E","071.38E","21.49N"
"Dhata               ","05.30E","081.14E","25.32S"
"Dhauli              ","05.30E","075.30E","21.23N"
"Dhaura              ","05.30E","078.18E","24.27N"
"Dhauraha            ","05.30E","081.06E","28.00N"
"Dhekiguli           ","05.30E","092.28E","26.49N"
"Dhenkanal           ","05.30E","085.39E","20.40N"
"Dhiran dzong        ","05.30E","092.17E","27.25N"
"Dhoa                ","05.30E","077.02E","30.11N"
"Dhola               ","05.30E","071.49E","20.50N"
"Dholera             ","05.30E","072.18E","22.16N"
"Dholka              ","05.30E","072.38E","22.42N"
"Dholpur             ","05.30E","077.53E","26.43N"
"Dhond               ","05.30E","074.38E","18.28N"
"Dhone               ","05.30E","077.52E","15.25N"
"Dhoraji             ","05.30E","070.32E","21.42N"
"Dhori               ","05.30E","069.46E","23.25N"
"Dhrangadhra         ","05.30E","071.39E","22.59N"
"Dhrol               ","05.30E","070.30E","22.33N"
"Dhubia              ","05.30E","074.50E","20.52N"
"Dhubian             ","05.30E","087.58E","24.41N"
"Dhuma               ","05.30E","079.45E","22.44N"
"Dhumri              ","05.30E","078.55E","27.32N"
"Dhurbi              ","05.30E","090.00E","26.01N"
"Dhuri               ","05.30E","075.53E","30.22N"
"Dhurwai             ","05.30E","079.03E","25.30N"
"Diamond harbor      ","05.30E","088.12E","22.11N"
"Diawan              ","05.30E","085.16E","25.23N"
"Dibrugarh           ","05.30E","094.55E","27.29N"
"Dibrugarh           ","05.30E","094.56E","27.29N"
"Didwana             ","05.30E","074.36E","27.23N"
"Dig                 ","05.30E","077.19E","27.28N"
"Digaphandi          ","05.30E","084.36E","19.25N"
"Digawa              ","05.30E","078.50E","24.57N"
"Digboi              ","05.30E","095.34E","27.22N"
"Diggi               ","05.30E","075.32E","26.26N"
"Digha (w.b)         ","05.30E","087.39E","21.40N"
"Digha bank (bihar)  ","05.30E","087.51E","26.27N"
"Dighwara            ","05.30E","085.01E","25.41N"
"Digras              ","05.30E","077.48E","20.06N"
"Digupud             ","05.30E","084.34E","19.12N"
"Dihai               ","05.30E","078.13E","28.13N"
"Dihing bridge       ","05.30E","095.37E","27.18N"
"Dikoya (sl)         ","05.30E","080.36E","06.48N"
"Diksal              ","05.30E","074.50E","18.19N"
"Dimapur             ","05.30E","093.45E","25.54N"
"Dinanagar           ","05.30E","075.31E","32.10N"
"Dinapore            ","05.30E","085.03E","25.38N"
"Dindigul            ","05.30E","078.00E","10.23N"
"Dindigul  (tn)      ","05.30E","078.00E","10.22N"
"Dindori (m.p)       ","05.30E","081.09E","22.57N"
"Dindori (m.r)       ","05.30E","073.54E","20.12N"
"Dingwahi            ","05.30E","080.24E","25.24N"
"Dinhata             ","05.30E","089.34E","26.07N"
"Diphu               ","05.30E","093.25E","25.50N"
"Dipnagar            ","05.30E","085.29E","25.11N"
"Dippitiya (sl)      ","05.30E","080.28E","07.07N"
"Dipu port           ","05.30E","071.03E","20.41N"
"Diulapitiya (sl)    ","05.30E","080.01E","07.10N"
"Divi port           ","05.30E","081.14E","15.59N"
"Diwaitha            ","05.30E","083.39E","25.22N"
"Diyaluma (sl)       ","05.30E","081.02E","06.41N"
"Dobhi               ","05.30E","084.56E","24.34N"
"Doda                ","05.30E","075.36E","33.09N"
"Dodabetta mt        ","05.30E","076.45E","11.26N"
"Dodballapur  (kr)   ","05.30E","077.23E","13.14N"
"Dohad               ","05.30E","074.18E","28.48N"
"Dohrighat           ","05.30E","083.32E","26.15N"
"Doisanagar          ","05.30E","084.52E","23.08N"
"Dolia               ","05.30E","071.24E","22.30N"
"Dolosbage (sl)      ","05.30E","080.28E","07.10N"
"Domariaganj         ","05.30E","082.40E","27.12N"
"Dompe (sl)          ","05.30E","080.03E","06.52N"
"Dondi               ","05.30E","081.10E","20.30N"
"Dongargaon          ","05.30E","080.53E","20.58N"
"Dongargarh          ","05.30E","080.51E","21.12N"
"Doranda             ","05.30E","085.20E","23.18N"
"Dorawaka (sl)       ","05.30E","080.14E","07.06N"
"Doriganj            ","05.30E","084.49E","25.45N"
"Dornakal            ","05.30E","080.13E","17.26N"
"Dostpur             ","05.30E","082.28E","26.17N"
"Dowlishwaram (a.p)  ","05.30E","081.53E","16.57N"
"Drafa               ","05.30E","070.10E","21.59N"
"Drang               ","05.30E","076.55E","31.48N"
"Dras                ","05.30E","075.46E","34.26N"
"Dresen (germany)    ","01.00E","013.45E","51.03N"
"Drummondganj        ","05.30E","082.10E","24.53N"
"Dubai (uae)         ","04.00E","055.24E","25.20N"
"Dubaulia (u.p)      ","05.30E","082.30E","26.42N"
"Dublin              ","00.00W","006.16W","53.21N"
"Dubrajpur           ","05.30E","087.42E","23.46N"
"Dudhai              ","05.30E","078.22E","24.26N"
"Dudhi               ","05.30E","083.16E","24.09N"
"Dudhuai             ","05.30E","090.48E","25.59N"
"Dudra               ","05.30E","086.32E","23.32N"
"Dudu                ","05.30E","075.14E","26.42N"
"Dudwa               ","05.30E","080.40E","28.30N"
"Dugana              ","05.30E","076.42E","28.42N"
"Dugari              ","05.30E","075.50E","25.42N"
"Dugasra             ","05.30E","077.37E","24.51N"
"Dulabchara          ","05.30E","092.22E","24.25N"
"Dulampur            ","05.30E","086.27E","24.25N"
"Dulmera             ","05.30E","073.31E","28.18N"
"Dum dum             ","05.30E","088.25E","22.37N"
"Dumaraon            ","05.30E","084.10E","25.33N"
"Dumaria             ","05.30E","084.24E","24.27N"
"Dumka               ","05.30E","087.15E","24.17N"
"Dummagudem          ","05.30E","080.57E","17.51N"
"Dumri               ","05.30E","085.05E","25.29N"
"Dunagiri mt         ","05.30E","079.50E","30.27N"
"Dundwarganj         ","05.30E","078.56E","27.44N"
"Dungarpur           ","05.30E","073.48E","23.55N"
"Duni                ","05.30E","075.41E","25.52N"
"Dupad               ","05.30E","079.22E","15.57N"
"Duraguti            ","05.30E","083.33E","25.13N"
"Duraha              ","05.30E","077.13E","23.27N"
"Durg                ","05.30E","081.20E","21.12N"
"Durgapur            ","05.30E","087.20E","23.30N"
"Durgapur (bihar)    ","05.30E","087.44E","24.47N"
"Durgapur barrage(w.b","05.30E","087.27E","23.24N"
"Dwarka              ","05.30E","068.58E","22.14N"
"Dwarkaganj          ","05.30E","082.06E","26.20N"
"Ebbagamuwa (sl)     ","05.30E","080.28E","07.30N"
"Edinburgh           ","00.00W","003.12W","55.56N"
"Egypt               ","02.00E","030.00E","25.00N"
"Eheliyagoda (sl)    ","05.30E","080.16E","06.47N"
"Eibri               ","05.30E","077.03E","29.06N"
"Ekchari             ","05.30E","087.14E","25.13N"
"Ekdari              ","05.30E","085.01E","00.00N"
"Elahera (sl)        ","05.30E","080.48E","07.40N"
"Elephantpass (sl)   ","05.30E","080.25E","09.27N"
"Ella (sl)           ","05.30E","081.03E","06.49N"
"Ellenbad            ","05.30E","074.40E","29.25N"
"Elliehpur           ","05.30E","077.08E","21.12N"
"Ellora              ","05.30E","075.15E","20.04N"
"Elpitiya (sl)       ","05.30E","080.08E","06.12N"
"Eluru               ","05.30E","081.09E","16.43N"
"Engiriya (sl)       ","05.30E","080.12E","06.53N"
"English bazar (w.b) ","05.30E","088.12E","25.00N"
"Eonti               ","05.30E","083.28E","25.24N"
"Eppawala (sl)       ","05.30E","080.26E","08.05N"
"Erachh              ","05.30E","079.05E","25.47N"
"Eran                ","05.30E","078.18E","23.52N"
"Erandol             ","05.30E","075.23E","20.53N"
"Erinpura            ","05.30E","073.09E","25.09N"
"Erinpura road       ","05.30E","073.19E","25.04N"
"Ernakulam           ","05.30E","076.18E","09.59N"
"Ernakulam (dist.)   ","05.30E","076.18E","09.59N"
"Erode  (tn)         ","05.30E","077.47E","11.19N"
"Etah                ","05.30E","078.39E","27.33N"
"Etanipitiya (sl)    ","05.30E","080.57E","06.52N"
"Etawa (raj)         ","05.30E","076.22E","25.31N"
"Etawa (u.p)         ","05.30E","079.01E","26.46N"
"Ethiopia            ","03.00E","040.00E","10.00N"
"Ettaiyapuram        ","05.30E","078.01E","09.09N"
"Ettumanur           ","05.30E","076.34E","09.39N"
"Faizabad (u.p)      ","05.30E","082.12E","26.47N"
"Fakharpur           ","05.30E","081.32E","27.25N"
"Fakirgram           ","05.30E","090.15E","26.22N"
"Falakata            ","05.30E","019.16E","26.32N"
"False (orissa)      ","05.30E","086.52E","20.22N"
"Falta               ","05.30E","088.08E","22.18N"
"Farah               ","05.30E","077.47E","27.20N"
"Farakka             ","05.30E","087.54E","24.50N"
"Faridabad           ","05.30E","077.18E","28.24N"
"Faridkot            ","05.30E","074.47E","30.42N"
"Faridpur            ","05.30E","079.32E","28.12N"
"Farrukhabad         ","05.30E","079.35E","27.23N"
"Farrukhnagar        ","05.30E","076.51E","28.28N"
"Fatahbad            ","05.30E","075.32E","29.30N"
"Fatehbad            ","05.30E","078.18E","27.01N"
"Fatehganj sharki    ","05.30E","079.38E","28.06N"
"Fatehgarh (m.p)     ","05.30E","077.00E","24.47N"
"Fatehgarh (u.p)     ","05.30E","079.38E","27.22N"
"Fatehpur (bihar)    ","05.30E","085.14E","24.38N"
"Fatehpur (rajastan) ","05.30E","075.02E","28.02N"
"Fatehpur (saharanpur","05.30E","077.45E","30.03N"
"Fatehpur - shahbaz  ","05.30E","085.20E","25.35N"
"Fatehpur(fatehpur-up","05.30E","080.55E","25.56N"
"Fatehpur(u.p)       ","05.30E","081.13E","27.10N"
"Fatehpur-sikri (u.p)","05.30E","077.39E","27.06N"
"Fathkhelda          ","05.30E","076.29E","20.13N"
"Fatwa               ","05.30E","085.18E","25.30N"
"Fazelka (punjab)    ","05.30E","074.04E","30.25N"
"Fedusar             ","05.30E","075.29E","26.14N"
"Ferokh              ","05.30E","075.10E","11.10N"
"Ferozepore          ","05.30E","074.40E","30.56N"
"Ferozeshalir        ","05.30E","074.50E","30.54N"
"Firozabad (delhi)   ","05.30E","077.14E","28.38N"
"Firozabad (u.p)     ","05.30E","078.24E","27.09N"
"Firozpur jhirka     ","05.30E","076.58E","27.45N"
"Forbesganj          ","05.30E","087.16E","26.18N"
"Forr songad-bombay  ","05.30E","073.42E","21.12N"
"Fort st david (tn)  ","05.30E","079.46E","11.46N"
"Fort st george (tn) ","05.30E","080.17E","13.03N"
"Frankfurt (germany) ","01.00E","008.40E","50.06N"
"Gabon               ","01.00E","012.00E","01.00S"
"Gad hinglaj         ","05.30E","074.27E","16.15N"
"Gadag (mysore)      ","05.30E","075.42E","15.25N"
"Gadarwara           ","05.30E","078.50E","22.52N"
"Gadhada-kathiawar   ","05.30E","071.40E","21.59N"
"Gadhadu(kutch)      ","05.30E","070.25E","23.50N"
"Gadhia              ","05.30E","071.13E","21.11N"
"Gadhka              ","05.30E","069.28E","22.08N"
"Gadwal              ","05.30E","077.50E","16.15N"
"Gagaon              ","05.30E","075.46E","21.54N"
"Gagram              ","05.30E","076.12E","24.40N"
"Gahmar              ","05.30E","083.49E","25.30N"
"Gailiakot           ","05.30E","074.02E","23.32N"
"Gainsari            ","05.30E","082.32E","27.31N"
"Gajapathinagaram    ","05.30E","083.29E","18.20N"
"Gajner              ","05.30E","080.04E","26.17N"
"Gal oya (sl)        ","05.30E","080.50E","08.06N"
"Galagedera (sl)     ","05.30E","080.32E","07.19N"
"Galapitamada (sl)   ","05.30E","080.14E","07.05N"
"Galenbidunuwewa (sl)","05.30E","080.39E","08.17N"
"Galewela (sl)       ","05.30E","080.35E","07.42N"
"Galgali             ","05.30E","088.07E","26.31N"
"Galgamuwa (sl)      ","05.30E","080.20E","07.10N"
"Galle (sl)          ","05.30E","080.13E","05.58N"
"Galleri             ","05.30E","084.36E","20.06N"
"Gambia              ","00.00W","016.00W","13.25N"
"Gamna hanu          ","05.30E","076.38E","34.39N"
"Gampaha (sl)        ","05.30E","080.01E","07.01N"
"Gampola (sl)        ","05.30E","080.35E","07.06N"
"Gamwan              ","05.30E","085.56E","24.28N"
"Gandai              ","05.30E","081.10E","21.41N"
"Gandevi             ","05.30E","073.05E","20.48N"
"Gandhidam           ","05.30E","070.10E","23.07N"
"Ganemulla (sl)      ","05.30E","079.58E","07.00N"
"Ganga sora          ","05.30E","071.23E","24.57N"
"Gangajalghati       ","05.30E","087.07E","23.25N"
"Gangakher           ","05.30E","076.45E","18.58N"
"Ganganagar          ","05.30E","073.56E","29.54N"
"Gangapur (m.r)      ","05.30E","075.04E","19.45N"
"Gangapur (raj)      ","05.30E","076.49E","26.30N"
"Gangawati  (kr)     ","05.30E","076.36E","15.30N"
"Gangiri             ","05.30E","078.27E","27.51N"
"Gangolihat          ","05.30E","080.02E","29.39N"
"Gangon              ","05.30E","077.16E","29.48N"
"Gangotri            ","05.30E","079.02E","30.56N"
"Gangotri mount      ","05.30E","078.56E","30.52N"
"Gangrar             ","05.30E","075.42E","23.56N"
"Ganj                ","05.30E","080.25E","24.24N"
"Ganj dinara         ","05.30E","078.19E","25.29N"
"Ganjam              ","05.30E","085.05E","19.28N"
"Gantapara           ","05.30E","083.42E","20.34N"
"Ganutia             ","05.30E","087.53E","23.52N"
"Gaolpara            ","05.30E","090.38E","26.10N"
"Garantha            ","05.30E","079.17E","25.35N"
"Garbyang            ","05.30E","080.52E","30.07N"
"Gardi               ","05.30E","084.06E","27.24N"
"Gargaon             ","05.30E","094.46E","26.52N"
"Garh                ","05.30E","081.39E","24.49N"
"Garha               ","05.30E","079.57E","23.10N"
"Garhani             ","05.30E","084.32E","25.25N"
"Garhdiwala          ","05.30E","075.50E","31.41N"
"Garhi harsaru       ","05.30E","076.55E","28.26N"
"Garhmukteswar       ","05.30E","078.06E","28.47N"
"Garhwal (bihar)     ","05.30E","083.52E","24.09N"
"Garhwal (u.p)       ","05.30E","083.12E","24.44N"
"Garjia              ","05.30E","079.08E","29.28N"
"Garkha              ","05.30E","084.51E","25.51N"
"Garola              ","05.30E","078.26E","24.02N"
"Garrauli            ","05.30E","000.00W","25.06N"
"Garrhi (m.p)        ","05.30E","078.10E","23.22N"
"Garrhi (rajasthan)  ","05.30E","023.36E","74.10N"
"Garshankar          ","05.30E","076.11E","31.12N"
"Gasigaon            ","05.30E","094.25E","27.41N"
"Gatu                ","05.30E","077.32E","30.33N"
"Gauhati             ","05.30E","091.45E","26.10N"
