"Khar                ","05.30E","072.51E","19.05N"
"Kharag              ","05.30E","077.24E","31.31N"
"Kharagdihar         ","05.30E","086.12E","24.25N"
"Kharaghoda          ","05.30E","071.46E","23.11N"
"Kharagpur (bihar)   ","05.30E","086.33E","25.07N"
"Kharagpur (wb)      ","05.30E","087.22E","22.23N"
"Kharai              ","05.30E","077.44E","25.07N"
"Kharar (up)         ","05.30E","082.57E","24.21N"
"Kharar (wb)         ","05.30E","087.45E","22.40N"
"Kharari (up)        ","05.30E","078.31E","25.32N"
"Kharda              ","05.30E","075.32E","18.38N"
"Khardi              ","05.30E","073.27E","19.35N"
"Khargapur (mp)      ","05.30E","079.09E","24.50N"
"Khargon             ","05.30E","075.39E","21.49N"
"Khargupur (up)      ","05.30E","081.59E","27.22N"
"Khariar             ","05.30E","082.50E","20.19N"
"Kharik              ","05.30E","087.01E","25.23N"
"Kharkanda           ","05.30E","076.56E","28.55N"
"Kharna              ","05.30E","077.31E","33.36N"
"Kharora             ","05.30E","081.58E","21.28N"
"Kharsawan           ","05.30E","085.49E","22.46N"
"Khartaksho          ","05.30E","076.14E","34.55N"
"Khartoum (sudan)    ","02.00E","032.35E","15.35N"
"Khatai              ","05.30E","082.34E","24.32N"
"Khataia             ","05.30E","086.45E","26.19N"
"Khatauli            ","05.30E","077.42E","29.16N"
"Khatima             ","05.30E","079.58E","28.56N"
"Khavda              ","05.30E","069.49E","23.50N"
"Khawasa             ","05.30E","074.42E","23.05N"
"Khed (m.r.)         ","05.30E","073.25E","17.44N"
"Khed (poona)        ","05.30E","073.56E","18.54N"
"Khedbrahma          ","05.30E","073.03E","24.03N"
"Khekra              ","05.30E","077.17E","28.51N"
"Khela               ","05.30E","080.35E","29.57N"
"Kheralu             ","05.30E","072.38E","23.57N"
"Kheri               ","05.30E","080.48E","27.54N"
"Kherukaran          ","05.30E","074.36E","31.12N"
"Kherwara            ","05.30E","073.38E","25.38N"
"Khetwi              ","05.30E","075.49E","28.00N"
"Khichina            ","05.30E","085.54E","21.54N"
"Khichpur            ","05.30E","076.32E","24.03N"
"Khinyan             ","05.30E","070.50E","27.19N"
"Khirhar             ","05.30E","085.58E","26.31N"
"Khiri               ","05.30E","081.49E","25.02N"
"Khirkiya            ","05.30E","076.58E","22.12N"
"Khirpai             ","05.30E","087.36E","22.42N"
"Khitai pass         ","05.30E","079.28E","35.49N"
"Kholapur            ","05.30E","077.52E","21.00N"
"Kholvi              ","05.30E","075.50E","23.58N"
"Khondar             ","05.30E","081.59E","25.08N"
"Khot                ","05.30E","076.10E","29.22N"
"Khotkhaha           ","05.30E","086.32E","26.10N"
"Khowai (tripura)    ","05.30E","091.36E","24.04N"
"Khowang             ","05.30E","094.55E","27.15N"
"Khudaganj           ","05.30E","079.40E","27.12N"
"Khuldabad           ","05.30E","075.16E","20.01N"
"Khundaur            ","05.30E","082.02E","26.02N"
"Khunti              ","05.30E","085.19E","23.02N"
"Khurai              ","05.30E","078.18E","24.04N"
"Khurasi             ","05.30E","082.02E","27.06N"
"Khurda              ","05.30E","085.42E","20.10N"
"Khurja              ","05.30E","077.51E","28.15N"
"Khurmabad           ","05.30E","083.51E","25.01N"
"Khusorpur           ","05.30E","085.23E","25.29N"
"Khutauna            ","05.30E","086.24E","26.30N"
"Khutgaon            ","05.30E","080.15E","20.11N"
"Khutia              ","05.30E","086.33E","25.31N"
"Kichcha             ","05.30E","079.30E","28.54N"
"Kichhaunchha        ","05.30E","082.46E","26.25N"
"Kihunian            ","05.30E","080.57E","25.01N"
"Kilakkarai  (tn)    ","05.30E","078.50E","09.14N"
"Kingston(jamaica)   ","05.00W","076.50W","17.59N"
"Kinhi               ","05.30E","080.31E","21.39N"
"Kinjar              ","05.30E","084.50E","25.14N"
"Kinwat              ","05.30E","078.16E","19.38N"
"Kirakat             ","05.30E","082.55E","25.39N"
"Kirama (sl)         ","05.30E","080.40E","06.10N"
"Kiranur  (tn)       ","05.30E","078.49E","10.35N"
"Kiratpur            ","05.30E","078.12E","29.30N"
"Kirinda (sl)        ","05.30E","080.38E","05.59N"
"Kirkee              ","05.30E","073.57E","18.36N"
"Kisampet            ","05.30E","078.17E","16.57N"
"Kisanganj (purnia)  ","05.30E","087.57E","26.06N"
"Kisanganj (saharsa) ","05.30E","086.57E","25.41N"
"Kishangarh (raj.)   ","05.30E","076.41E","27.52N"
"Kishanpur           ","05.30E","081.02E","25.39N"
"Kishanpur bara      ","05.30E","077.18E","29.11N"
"Kishengarh (mp)     ","05.30E","079.45E","24.22N"
"Kishni              ","05.30E","079.15E","27.02N"
"Kislingarh          ","05.30E","070.34E","27.52N"
"Kistna (ap)         ","05.30E","077.19E","16.25N"
"Kistnapuram         ","05.30E","080.09E","14.21N"
"Kithor              ","05.30E","077.55E","28.51N"
"Kithulgala (sl)     ","05.30E","080.24E","06.56N"
"Kittur              ","05.30E","074.53E","15.38N"
"Kiul                ","05.30E","086.06E","25.10N"
"Ko-hao (assam)      ","05.30E","097.02E","28.17N"
"Kochi (cochin)      ","05.30E","076.15E","09.57N"
"Kod                 ","05.30E","075.27E","14.33N"
"Kodaikanal          ","05.30E","077.28E","10.14N"
"Kodangal            ","05.30E","077.35E","17.07N"
"Kodarma             ","05.30E","085.36E","24.28N"
"Kodikkarai  (tn)    ","05.30E","079.55E","10.18N"
"Kodinar             ","05.30E","070.46E","20.44N"
"Kodiyakhara         ","05.30E","079.49E","10.17N"
"Kodumur             ","05.30E","077.46E","15.43N"
"Kodungallur         ","05.30E","076.20E","10.05N"
"Kohar gari          ","05.30E","083.52E","27.04N"
"Kohima              ","05.30E","094.08E","25.40N"
"Kohir (ap)          ","05.30E","077.40E","17.35N"
"Kohra               ","05.30E","076.49E","30.53N"
"Koilawan            ","05.30E","084.31E","25.00N"
"Koilkonda (ap)      ","05.30E","077.50E","16.45N"
"Koilkuntla (ap)     ","05.30E","078.18E","15.27N"
"Koilpatti           ","05.30E","077.55E","09.12N"
"Kokkaniserri        ","05.30E","075.13E","12.08N"
"Kolabira            ","05.30E","084.14E","21.49N"
"Kolahoi mount       ","05.30E","075.21E","34.12N"
"Kolar               ","05.30E","078.11E","13.09N"
"Kolar (h.p.)        ","05.30E","077.24E","30.30N"
"Kolar (kr)          ","05.30E","078.20E","12.59N"
"Kolaras             ","05.30E","077.36E","25.14N"
"Kolari              ","05.30E","077.49E","26.53N"
"Kolayat             ","05.30E","073.02E","27.56N"
"Kolhapur            ","05.30E","074.19E","16.42N"
"Kolhui              ","05.30E","083.19E","27.19N"
"Kolinapatnam (ap)   ","05.30E","084.10E","18.20N"
"Kollam (dist.)      ","05.30E","076.38E","08.54N"
"Kollangod           ","05.30E","076.43E","10.36N"
"Kollegal            ","05.30E","077.06E","12.08N"
"Kollegal  (kr)      ","05.30E","077.09E","12.09N"
"Kollonne (sl)       ","05.30E","080.41E","06.20N"
"Kollur              ","05.30E","074.55E","13.55N"
"Koluahi             ","05.30E","086.04E","26.28N"
"Kolur               ","05.30E","081.11E","19.55N"
"Kolwan              ","05.30E","073.35E","18.36N"
"Komsing             ","05.30E","095.04E","28.14N"
"Kon                 ","05.30E","083.22E","24.22N"
"Konada              ","05.30E","083.41E","18.02N"
"Kondakambru         ","05.30E","082.15E","18.07N"
"Kondalwadi          ","05.30E","077.44E","18.50N"
"Kondapalli          ","05.30E","080.36E","16.38N"
"Kondavid            ","05.30E","080.16E","16.17N"
"Konnur (madras)     ","05.30E","080.13E","13.06N"
"Konpara             ","05.30E","083.55E","22.23N"
"Koolwar             ","05.30E","084.47E","25.36N"
"Kopaganj            ","05.30E","083.34E","26.01N"
"Kopargaon           ","05.30E","074.32E","19.55N"
"Kopari              ","05.30E","086.28E","21.16N"
"Kopbal  (kr)        ","05.30E","076.12E","15.22N"
"Koppa  (kr)         ","05.30E","075.19E","13.33N"
"Kora (bihar)        ","05.30E","087.25E","25.37N"
"Kora (up)           ","05.30E","080.22E","26.06N"
"Koracha             ","05.30E","080.41E","20.22N"
"Koraput             ","05.30E","082.41E","18.48N"
"Koratla (ap)        ","05.30E","078.41E","18.43N"
"Korba               ","05.30E","082.46E","22.22N"
"Koregaon            ","05.30E","074.16E","17.44N"
"Korrapatti          ","05.30E","087.00E","26.07N"
"Korwai              ","05.30E","078.01E","24.08N"
"Kosam               ","05.30E","081.24E","25.20N"
"Kosgi (ap)          ","05.30E","077.43E","17.00N"
"Kosgi (kurnool)     ","05.30E","077.14E","15.51N"
"Kosgoda (sl)        ","05.30E","080.02E","06.16N"
"Kot kasim           ","05.30E","076.47E","28.01N"
"Kot putli           ","05.30E","076.11E","27.41N"
"Kota (raj.)         ","05.30E","075.58E","25.11N"
"Kota (up)           ","05.30E","083.08E","24.27N"
"Kota bagh           ","05.30E","079.17E","29.23N"
"Kotagiri            ","05.30E","076.54E","11.21N"
"Kotalpur            ","05.30E","087.35E","23.00N"
"Kotapad             ","05.30E","082.26E","19.06N"
"Kotapola (sl)       ","05.30E","080.18E","07.10N"
"Kotdwara            ","05.30E","078.33E","29.44N"
"Kotgar (bihar)      ","05.30E","083.46E","19.53N"
"Kotgarh (up)        ","05.30E","077.29E","31.18N"
"Kotgod              ","05.30E","085.31E","22.12N"
"Kothi (bihar)       ","05.30E","084.33E","24.24N"
"Kothi (mp)          ","05.30E","080.46E","24.45N"
"Kothia (bihar)      ","05.30E","085.37E","25.51N"
"Kothili             ","05.30E","082.41E","27.00N"
"Kothmale (sl)       ","05.30E","080.35E","06.56N"
"Kotigala (sl)       ","05.30E","080.37E","06.52N"
"Kotipalle           ","05.30E","082.03E","16.44N"
"Kotiyakubura (sl)   ","05.30E","080.17E","07.04N"
"Kotkapura           ","05.30E","074.50E","30.35N"
"Kotkhai             ","05.30E","077.31E","31.06N"
"Kotla               ","05.30E","077.16E","31.43N"
"Kotli               ","05.30E","073.51E","33.13S"
"Kotra (raj.)        ","05.30E","073.15E","24.22N"
"Kotra (up)          ","05.30E","079.18E","25.49N"
"Kotra pitha         ","05.30E","071.18E","20.57N"
"Kottagudem          ","05.30E","080.39E","17.32N"
"Kottaipattinam (tn) ","05.30E","079.11E","09.57N"
"Kottapatam (ap)     ","05.30E","080.07E","15.24N"
"Kottarakara         ","05.30E","076.45E","08.59N"
"Kottawa (sl)        ","05.30E","079.57E","06.47N"
"Kottayam            ","05.30E","076.32E","09.36N"
"Kottayam (dist.)    ","05.30E","076.32E","09.36N"
"Kottayam (malabar)  ","05.30E","075.32E","11.49N"
"Kottegoda (sl)      ","05.30E","080.38E","05.54N"
"Kotturu  (kr)       ","05.30E","076.16E","14.49N"
"Kotwa (bihar)       ","05.30E","084.52E","26.31N"
"Kotwa (mp)          ","05.30E","081.19E","25.02N"
"Kotwa peak (mp)     ","05.30E","083.59E","23.10N"
"Kovilpatti  (tn)    ","05.30E","077.57E","09.11N"
"Kozhencherry        ","05.30E","076.49E","09.21N"
"Krishnagiri  (tn)   ","05.30E","078.16E","12.32N"
"Krishnanagar        ","05.30E","088.32E","23.22N"
"Krishnarajpet       ","05.30E","076.25E","12.40N"
"Krishnarjun dam     ","05.30E","076.33E","12.25N"
"Kronli              ","05.30E","095.50E","28.25N"
"Kuala lampur        ","08.00E","101.40E","03.11N"
"Kuang chow (china)  ","08.00E","113.14E","23.11N"
"Kuari               ","05.30E","087.26E","26.24N"
"Kuchai              ","05.30E","085.45E","22.50N"
"Kuchaman (raj.)     ","05.30E","074.54E","27.10N"
"Kuchaman road (raj.)","05.30E","074.58E","27.01N"
"Kuda                ","05.30E","071.30E","23.08N"
"Kudal               ","05.30E","073.44E","16.01N"
"Kudala              ","05.30E","084.55E","19.36N"
"Kudchi              ","05.30E","074.54E","16.39N"
"Kudligi             ","05.30E","076.22E","14.55N"
"Kudremukh mount     ","05.30E","075.12E","13.09N"
"Kuilapal            ","05.30E","086.39E","22.50N"
"Kujang              ","05.30E","086.38E","20.12N"
"Kuju                ","05.30E","085.31E","23.44N"
"Kukshi              ","05.30E","074.48E","22.10N"
"Kukuha hill         ","05.30E","084.56E","24.23N"
"Kulasekarappattinam ","05.30E","078.04E","08.25N"
"Kulitalia           ","05.30E","078.25E","10.57N"
"Kulpahar            ","05.30E","079.38E","25.20N"
"Kulti               ","05.30E","086.50E","23.45N"
"Kumana (sl)         ","05.30E","081.42E","06.27N"
"Kumari              ","05.30E","087.43E","25.40N"
"Kumbakonam  (tn)    ","05.30E","079.25E","10.58N"
"Kumbhalgarh         ","05.30E","073.37E","25.08N"
"Kumbharli ghat mount","05.30E","073.45E","17.30N"
"Kumbla              ","05.30E","074.57E","12.37N"
"Kumbukgete (sl)     ","05.30E","080.26E","07.37N"
"Kumharsin           ","05.30E","077.20E","31.20N"
"Kumher              ","05.30E","077.23E","27.19N"
"Kumritar mount      ","05.30E","085.12E","21.43N"
"Kumta  (kr)         ","05.30E","074.27E","14.26N"
"Kumund              ","05.30E","082.43E","20.31N"
"Kunch               ","05.30E","079.08E","25.59N"
"Kunda               ","05.30E","081.31E","25.43N"
"Kundanganj          ","05.30E","081.09E","26.23N"
"Kundaria            ","05.30E","079.28E","27.50N"
"Kundasale (sl)      ","05.30E","080.42E","07.12N"
"Kundgol             ","05.30E","075.19E","15.15N"
"Kundia              ","05.30E","074.11E","25.02N"
"Kundla              ","05.30E","071.22E","21.20N"
"Kunigal             ","05.30E","076.59E","13.01N"
"Kunjabar            ","05.30E","084.53E","20.26N"
"Kunkavar            ","05.30E","071.05E","21.38N"
"Kunma               ","05.30E","085.38E","26.40N"
"Kuppam              ","05.30E","078.20E","12.45N"
"Kuppiti             ","05.30E","083.58E","18.13N"
"Kuraon              ","05.30E","084.04E","25.00N"
"Kuraoya (sl)        ","05.30E","081.07E","06.27N"
"Kurduwadi           ","05.30E","075.31E","18.06N"
"Kurebhar            ","05.30E","082.07E","26.24N"
"Kurhad              ","05.30E","078.13E","20.10N"
"Kuri                ","05.30E","070.42E","26.37N"
"Kurnool             ","05.30E","078.01E","15.51N"
"Kurra jarawan       ","05.30E","079.06E","27.01N"
"Kurscla             ","05.30E","087.15E","25.27N"
"Kurseong            ","05.30E","088.21E","26.54N"
"Kursi               ","05.30E","081.02E","27.03N"
"Kurson              ","05.30E","086.17E","26.08N"
"Kurtha              ","05.30E","084.49E","25.08N"
"Kurud               ","05.30E","081.42E","20.52N"
"Kurukshetra         ","05.30E","076.51E","29.58N"
"Kurundwad           ","05.30E","074.37E","16.42N"
"Kurunegala (sl)     ","05.30E","080.23E","07.25N"
"Kurupam             ","05.30E","083.37E","18.56N"
"Kuruwita (sl)       ","05.30E","080.22E","06.43N"
"Kusera              ","05.30E","082.30E","24.42N"
"Kushalgarh          ","05.30E","074.29E","23.13N"
"Kushmahar           ","05.30E","081.30E","24.18N"
"Kushtagi            ","05.30E","076.10E","15.44N"
"Kutch (gujrat)      ","05.30E","070.00E","24.00N"
"Kuthara             ","05.30E","079.16E","24.10N"
"Kuthaund            ","05.30E","079.24E","26.21N"
"Kutru               ","05.30E","080.52E","19.03N"
"Kuttalam            ","05.30E","077.17E","08.55N"
"Kuttyadi            ","05.30E","075.43E","11.38N"
"Kuwait              ","03.00E","047.50E","29.00N"
"Labugama (sl)       ","05.30E","080.11E","06.46N"
"Lachmangargh (sikar)","05.30E","075.06E","27.48N"
"Lachmangargh alwar  ","05.30E","076.51E","27.20N"
"Ladania             ","05.30E","086.20E","26.37N"
"Ladhaura            ","05.30E","078.51E","27.36N"
"Ladhun              ","05.30E","074.26E","27.36N"
"Ladu mount          ","05.30E","093.55E","27.55N"
"Ladwa               ","05.30E","077.07E","30.00N"
"Lagargawan          ","05.30E","080.48E","24.26N"
"Lagcha              ","05.30E","080.49E","27.49N"
"Lagos (nigeria)     ","01.00E","003.27E","06.25N"
"Lahar               ","05.30E","078.56E","26.12N"
"Lahara              ","05.30E","085.18E","21.21N"
"Lahchurghat         ","05.30E","079.16E","25.21N"
"Lahir               ","05.30E","080.48E","19.25N"
"Lahugala (sl)       ","05.30E","081.43E","06.48N"
"Lai                 ","05.30E","084.48E","25.31N"
"Laichanpur          ","05.30E","086.42E","21.12N"
"Laimkuri            ","05.30E","095.01E","27.42N"
"Laju                ","05.30E","095.36E","26.55N"
"Lakadiya            ","05.30E","070.39E","23.22N"
"Lakh                ","05.30E","073.20E","29.32N"
"Lakha               ","05.30E","070.54E","26.09N"
"Lakhimpur           ","05.30E","080.47E","27.57N"
"Lakhisarai          ","05.30E","086.06E","25.12N"
"Lakhna              ","05.30E","079.09E","26.39N"
"Lakhnadon           ","05.30E","079.38E","22.34N"
"Lakhnauti           ","05.30E","077.12E","29.48N"
"Lakhpat             ","05.30E","068.54E","23.49N"
"Lakhsetipet         ","05.30E","079.06E","18.57N"
"Lakhtar             ","05.30E","070.53E","22.53N"
"Lakhuara            ","05.30E","084.58E","26.46N"
"Lakhuti             ","05.30E","094.19E","26.16N"
"Lakshapana (sl)     ","05.30E","080.31E","06.50N"
"Lakshmeshwar  (kr)  ","05.30E","075.26E","15.08N"
"Lakshmikantpur      ","05.30E","088.19E","22.05N"
"Lal dhang           ","05.30E","078.19E","29.50N"
"Lala                ","05.30E","092.35E","24.34N"
"Lalam               ","05.30E","076.46E","09.42N"
"Lalauli             ","05.30E","080.33E","25.49N"
"Lalbairo            ","05.30E","086.32E","24.53N"
"Lalbara             ","05.30E","080.08E","21.58N"
"Lalganj (bihar)     ","05.30E","085.10E","25.52N"
"Lalganj (mirzapur)  ","05.30E","082.21E","25.01N"
"Lalganj (rae bareli)","05.30E","080.58E","26.10N"
"Lalgopalganj        ","05.30E","081.37E","25.39N"
"Lalgudi             ","05.30E","078.52E","10.52N"
"Lalitpur            ","05.30E","078.24E","24.42N"
"Lalkula             ","05.30E","079.31E","29.04N"
"Lalpura             ","05.30E","080.03E","25.51N"
"Lalsot              ","05.30E","076.22E","26.31N"
"Lambhur             ","05.30E","082.14E","26.08N"
"Lamta               ","05.30E","080.10E","22.06N"
"Landour             ","05.30E","078.06E","30.27N"
"Langting            ","05.30E","093.10E","25.28N"
"Lanji               ","05.30E","080.36E","21.30N"
"Lanka la pass       ","05.30E","079.32E","34.27N"
"Lansdowne           ","05.30E","078.42E","29.49N"
"Lanugala (sl)       ","05.30E","081.12E","06.59N"
"Lapchaura           ","05.30E","077.10E","24.56N"
"Lar                 ","05.30E","083.57E","26.11N"
"Larji               ","05.30E","077.13E","31.43N"
"Lashkar             ","05.30E","078.08E","26.12N"
"Laswari             ","05.30E","076.50E","27.32N"
"Lathi               ","05.30E","071.28E","21.45N"
"Latho               ","05.30E","077.43E","33.42N"
"Latur (mr)          ","05.30E","076.34E","18.24N"
"Laukaha             ","05.30E","086.28E","26.33N"
"Laukahi             ","05.30E","086.33E","26.28N"
"Lauri               ","05.30E","080.00E","25.09N"
"Lauria mandangarh   ","05.30E","084.24E","27.00N"
"Lavara              ","05.30E","076.23E","18.00N"
"Lawa                ","05.30E","075.38E","26.20N"
"Lawan               ","05.30E","082.27E","21.40N"
"Lebanon             ","02.00E","035.00E","33.00N"
"Lebong              ","05.30E","088.25E","27.03N"
"Ledo                ","05.30E","095.42E","27.18N"
"Leeds               ","00.00W","003.27W","06.25S"
"Leh                 ","05.30E","077.35E","34.09N"
"Lehara              ","05.30E","086.07E","26.09N"
"Leipzig (germany)   ","01.00E","012.23E","51.20N"
"Leningrad           ","03.00E","030.20E","59.57N"
"Lephori (manipur)   ","05.30E","094.40E","25.35N"
"Lhasa (tibet)       ","06.00E","091.00E","30.00N"
"Likma               ","05.30E","082.02E","20.12N"
"Lima (peru)         ","05.00W","077.00W","12.00S"
"Limbidi             ","05.30E","072.00E","22.36N"
"Limda               ","05.30E","071.43E","21.49N"
"Lingagiri           ","05.30E","079.53E","16.53N"
"Lingampeth          ","05.30E","078.05E","18.13N"
"Lingaparthi         ","05.30E","082.11E","17.20N"
"Lingsugur  (kr)     ","05.30E","076.34E","16.07N"
"Lisbon (portugal)   ","00.00W","009.09W","38.44N"
"Liverpool (uk)      ","00.00W","002.58W","53.24N"
"Lodhika             ","05.30E","070.41E","22.05N"
"Lodhikeda           ","05.30E","078.56E","21.35N"
"Lodrani             ","05.30E","070.40E","23.52N"
"Logai               ","05.30E","087.35E","24.56N"
"Lohardaga           ","05.30E","084.42E","23.27N"
"Loharu              ","05.30E","075.50E","28.28N"
"Lohawat             ","05.30E","072.30E","26.57N"
"Lohba               ","05.30E","079.17E","30.03N"
"Lohra               ","05.30E","080.58E","25.29N"
"Lokar               ","05.30E","081.08E","30.55N"
"Lonar               ","05.30E","076.38E","19.59N"
"Lonawala            ","05.30E","073.27E","18.45N"
"Londa  (kr)         ","05.30E","074.50E","15.60N"
"London              ","00.00W","000.05W","51.30N"
"Los angeles (usa)   ","08.00W","118.17W","34.03N"
"Losar               ","05.30E","077.50E","32.25N"
"Lucknow             ","05.30E","080.56E","26.51N"
"Ludhiana            ","05.30E","075.52E","30.55N"
"Lugasi              ","05.30E","079.35E","25.06N"
"Lugu hill           ","05.30E","085.40E","23.46N"
"Lukwasa             ","05.30E","077.36E","25.07N"
"Lumding             ","05.30E","093.10E","25.46N"
"Lunawada            ","05.30E","073.40E","23.08N"
"Lundra              ","05.30E","075.10E","33.07N"
"Lungleh             ","05.30E","092.49E","22.55N"
"Luni                ","05.30E","073.09E","26.02N"
"Lunkaransa          ","05.30E","073.50E","28.32N"
"Lunkha              ","05.30E","072.56E","28.42N"
"Lusa                ","05.30E","082.49E","24.56N"
"Lybia               ","02.00E","015.00E","32.00N"
"Lyons (france)      ","01.00E","004.50E","45.25N"
"Macheri             ","05.30E","076.38E","27.16N"
"Macherla            ","05.30E","079.25E","16.29N"
"Machgaon            ","05.30E","086.22E","20.03N"
"Machhand            ","05.30E","079.03E","26.20N"
"Machhilskar         ","05.30E","082.24E","25.42N"
"Machilipatnam       ","05.30E","081.12E","16.13N"
"Machilpur           ","05.30E","077.13E","26.38N"
"Machiwara           ","05.30E","076.15E","30.55N"
"Machkund dam        ","05.30E","082.34E","18.32N"
"Madakalapuwa (sl)   ","05.30E","081.43E","07.40N"
"Madakasira          ","05.30E","077.15E","13.56N"
"Madampe (sl)        ","05.30E","079.50E","07.26N"
"Madanapalli         ","05.30E","078.28E","13.34N"
"Madanpur            ","05.30E","079.40E","27.52N"
"Madanpur (bihar)    ","05.30E","087.31E","26.12N"
"Madanpur (up)       ","05.30E","078.41E","24.16N"
"Madaora             ","05.30E","078.48E","24.23N"
"Madarihat           ","05.30E","089.20E","26.38N"
"Madawala (sl)       ","05.30E","080.05E","06.56N"
"Madawari            ","05.30E","075.08E","22.14N"
"Maddairi            ","05.30E","077.41E","13.41N"
"Maddar              ","05.30E","080.39E","18.45N"
"Maddupur            ","05.30E","083.03E","24.51N"
"Maddur              ","05.30E","077.00E","12.36N"
"Madha               ","05.30E","075.35E","18.03N"
"Madhavpur           ","05.30E","070.01E","21.18N"
"Madhepur            ","05.30E","086.23E","26.11N"
"Madhipura           ","05.30E","086.48E","25.56N"
"Madhoganj           ","05.30E","080.08E","27.07N"
"Madhogarh           ","05.30E","079.11E","26.17N"
"Madhopur (punjab)   ","05.30E","075.40E","32.22N"
"Madhuban            ","05.30E","085.08E","26.27N"
"Madhubani           ","05.30E","086.05E","26.21N"
"Madhupur            ","05.30E","086.38E","24.17N"
"Madhura             ","05.30E","087.06E","26.20N"
"Madiha (sl)         ","05.30E","080.30E","05.54N"
"Madikeri  (kr)      ","05.30E","075.40E","12.28N"
"Madipur             ","05.30E","077.08E","28.40N"
"Madira              ","05.30E","080.25E","16.58N"
"Madolsima (sl)      ","05.30E","081.10E","06.59N"
"Madpura             ","05.30E","071.32E","25.55N"
"Madras              ","05.30E","080.15E","13.04N"
"Madrid (spain)      ","01.00E","003.45W","40.25N"
"Madugoda (sl)       ","05.30E","080.33E","07.15N"
"Madugula            ","05.30E","082.54E","17.53N"
"Madupara (sl)       ","05.30E","080.09E","08.43N"
"Madurai             ","05.30E","078.07E","09.55N"
"Madural  (tn)       ","05.30E","078.07E","09.55N"
"Madurantakam  (tn)  ","05.30E","079.56E","12.30N"
"Maduruoya (sl)      ","05.30E","081.14E","07.14N"
"Magama (sl)         ","05.30E","081.18E","06.08N"
"Maggona (sl)        ","05.30E","079.59E","06.25N"
"Maghar              ","05.30E","083.08E","26.45N"
"Magori              ","05.30E","073.23E","23.17N"
"Magra               ","05.30E","088.24E","22.59N"
"Mahabaleshwar       ","05.30E","073.42E","17.56N"
"Mahabalipuram       ","05.30E","080.11E","12.37N"
"Mahaban             ","05.30E","077.46E","27.27N"
"Mahabubabad         ","05.30E","080.02E","17.40N"
"Mahad               ","05.30E","073.29E","18.05N"
"Mahadeopur          ","05.30E","080.04E","18.44N"
"Mahagaon            ","05.30E","076.53E","17.38S"
"Mahajan             ","05.30E","073.58E","28.47N"
"Mahalingpur  (kr)   ","05.30E","075.06E","16.24N"
"Maham               ","05.30E","076.20E","29.00N"
"Mahanuwara (sl)     ","05.30E","080.38E","07.07N"
"Maharajgang (gorakh)","05.30E","083.34E","27.09N"
"Maharajgang (rae ba)","05.30E","081.17E","26.23N"
"Maharajganj (bihar) ","05.30E","084.31E","26.07N"
"Maharajnagar        ","05.30E","080.46E","27.34N"
"Maharjpur           ","05.30E","087.44E","25.13N"
"Mahawalatenna (sl)  ","05.30E","080.44E","06.31N"
"Mahbubnagar (ap)    ","05.30E","077.58E","16.42N"
"Mahe                ","05.30E","075.34E","11.42N"
"Mahena (sl)         ","05.30E","080.13E","07.11N"
"Mahendragarh (m.p.) ","05.30E","082.21E","23.21N"
"Mahendragarh (pb)   ","05.30E","076.14E","28.17N"
"Mahendragiri mount  ","05.30E","084.19E","19.00N"
"Maheshpur           ","05.30E","087.45E","24.29N"
"Maheshwar           ","05.30E","075.40E","22.11N"
"Mahewa              ","05.30E","080.09E","24.23N"
"Mahgalpur           ","05.30E","079.41E","24.41N"
"Mahgawan            ","05.30E","078.36E","26.30N"
"Mahiya              ","05.30E","078.32E","33.18N"
"Mahiyangana (sl)    ","05.30E","080.13E","06.52N"
"Mahiyangana (sl)    ","05.30E","080.13E","06.52N"
"Mahmudabad          ","05.30E","081.07E","27.18N"
"Maho (sl)           ","05.30E","080.17E","07.46N"
"Mahoba              ","05.30E","079.53E","25.18N"
"Maholi              ","05.30E","080.28E","27.39N"
"Mahroni             ","05.30E","078.43E","24.36N"
"Mahrua              ","05.30E","082.23E","26.23N"
"Mahson (up)         ","05.30E","082.47E","26.44N"
"Mahul (mr)          ","05.30E","072.53E","19.05N"
"Mahul (up)          ","05.30E","082.49E","26.09N"
"Mahulia             ","05.30E","086.25E","22.40N"
"Mahull              ","05.30E","083.00E","26.38N"
"Mahur (assam)       ","05.30E","093.07E","25.11N"
"Mahur (mr)          ","05.30E","077.59E","19.50N"
"Mahuva (bihar)      ","05.30E","085.25E","25.49N"
"Mahuva (mr)         ","05.30E","071.50E","21.03N"
"Maibang             ","05.30E","093.10E","25.16N"
"Maihar              ","05.30E","080.50E","24.14N"
"Mailan hill         ","05.30E","083.40E","23.30N"
"Mailani             ","05.30E","080.20E","28.17N"
"Mainanagar          ","05.30E","087.43E","25.28N"
"Mainataur (bihar)   ","05.30E","084.39E","27.07N"
"Maindargi           ","05.30E","076.15E","17.26N"
"Mainpuri            ","05.30E","079.01E","27.14N"
"Mairbari            ","05.30E","092.22E","26.28N"
"Mairwa              ","05.30E","084.10E","26.13N"
"Majhaua             ","05.30E","084.24E","25.48N"
"Majhaul             ","05.30E","086.08E","25.34N"
"Majhgawan           ","05.30E","080.48E","24.55N"
"Majhiaon kalan      ","05.30E","083.49E","24.20N"
"Majita              ","05.30E","075.02E","31.45N"
"Majna               ","05.30E","079.00E","24.49N"
"Majra               ","05.30E","087.22E","25.43N"
"Makanpur            ","05.30E","079.59E","26.54N"
