50,"MALEFIC",0,0,0
50,"MALEFIC",0,0,0
12.5,"MALEFIC",-1,0,0
3.125,"BENEFIC",0,0,0
25,"MALEFIC",0,0,0
12.5,"BENEFIC",0,0,0
100,"MALEFIC",1,0,0
